0    ,158023,L. Messi                      ,31,Argentina                     ,94,94,FC Barcelona                            ,110.5M  ,565K ,Left ,10,5'7 ,159lbs
2994 ,176545,C. Marrugo                    ,32,Colombia                      ,73,73,Millonarios FC                          ,3.1M    ,8K   ,Right,13,5'10,165lbs
2995 ,183969,J. Forln                      ,30,Argentina                     ,73,73,Real Oviedo                             ,3M      ,9K   ,Right,5 ,5'11,163lbs
2996 ,215202,L. Janson                     ,23,Argentina                     ,73,79,Toronto FC                              ,5.5M    ,12K  ,Right,16,5'7 ,148lbs
2997 ,215970,B. Bolingoli                  ,23,Belgium                       ,73,78,SK Rapid Wien                           ,4.5M    ,12K  ,Left ,5 ,5'11,161lbs
2998 ,229282,Thiago Santana                ,25,Brazil                        ,73,75,Santa Clara                             ,5M      ,6K   ,Left ,14,6'0 ,174lbs
2999 ,186274,K. Rausch                     ,28,Russia                        ,73,73,                                        ,0       ,0    ,Left ,19,6'0 ,176lbs
3000 ,193186,N. Etheridge                  ,28,Philippines                   ,73,75,Cardiff City                            ,3.3M    ,28K  ,Right,1 ,6'3 ,196lbs
3001 ,142499,Aitor Sanz                    ,33,Spain                         ,73,73,CD Tenerife                             ,1.6M    ,8K   ,Right,16,5'11,157lbs
3002 ,211107,Frederico Venncio             ,25,Portugal                      ,73,77,Vitria Guimares                         ,4.3M    ,8K   ,Right,46,6'1 ,179lbs
3003 ,232099,M. Gruji                      ,22,Serbia                        ,73,84,Hertha BSC                              ,6M      ,51K  ,Right,15,6'3 ,181lbs
3004 ,182435,M. Langerak                   ,29,Australia                     ,73,74,Nagoya Grampus                          ,3.1M    ,6K   ,Right,22,6'4 ,185lbs
3005 ,214949,H. Manzala                    ,24,DR Congo                      ,73,79,Angers SCO                              ,5.5M    ,16K  ,Right,7 ,5'10,157lbs
3006 ,192165,Paulinho                      ,32,Brazil                        ,73,73,BK Hcken                                ,3.1M    ,5K   ,Right,10,5'9 ,165lbs
3007 ,213414,W. Troost-Ekong               ,24,Nigeria                       ,73,77,Udinese                                 ,4.4M    ,17K  ,Right,5 ,6'3 ,181lbs
3008 ,201895,D. Fagundez                   ,23,Uruguay                       ,73,77,New England Revolution                  ,5M      ,6K   ,Right,14,5'8 ,141lbs
3009 ,178600,U. Demirok                    ,29,Turkey                        ,73,73,Atiker Konyaspor                        ,3.1M    ,14K  ,Right,15,6'3 ,187lbs
3010 ,182440,R. Kruse                      ,29,Australia                     ,73,73,VfL Bochum 1848                         ,3.9M    ,16K  ,Right,10,5'11,146lbs
3011 ,207785,T. Matlaba                    ,30,South Africa                  ,73,73,Orlando Pirates                         ,2.9M    ,1K   ,Right,8 ,5'7 ,165lbs
3012 ,228777,G. Banguera                   ,22,Colombia                      ,73,82,Atltico Huila                           ,4.7M    ,2K   ,Right,12,6'2 ,176lbs
3013 ,200106,A. zbiliz                     ,28,Armenia                       ,73,73,Willem II                               ,4M      ,40K  ,Left ,7 ,5'9 ,159lbs
3014 ,210602,S. Al Dawsari                 ,26,Saudi Arabia                  ,73,73,Al Hilal                                ,4.3M    ,29K  ,Right,29,5'9 ,150lbs
3015 ,222634,I. Success                    ,22,Nigeria                       ,73,80,Watford                                 ,5.5M    ,34K  ,Right,10,6'0 ,198lbs
3016 ,222123,A. Long                       ,25,United States                 ,73,78,New York Red Bulls                      ,4.5M    ,6K   ,Right,33,6'1 ,190lbs
3017 ,183211,M. koda                       ,32,Czech Republic                ,73,73,SK Slavia Praha                         ,3.2M    ,1K   ,Right,21,6'3 ,190lbs
3018 ,234924,A. Diakhaby                   ,21,France                        ,73,78,Huddersfield Town                       ,5.5M    ,26K  ,Left ,11,6'2 ,163lbs
3019 ,185260,D. Kadah                      ,32,Turkey                        ,73,73,Gztepe SK                               ,3.1M    ,20K  ,Right,63,6'1 ,176lbs
3020 ,190636,A. Ros                        ,29,Mexico                        ,73,73,Deportivo Toluca                        ,3.1M    ,19K  ,Right,15,5'8 ,165lbs
3021 ,236461,J. Mateta                     ,21,France                        ,73,84,1. FSV Mainz 05                         ,7M      ,18K  ,Right,9 ,6'4 ,194lbs
3022 ,188334,F. Cacciatore                 ,31,Italy                         ,73,73,Chievo Verona                           ,2.6M    ,13K  ,Right,29,6'0 ,187lbs
3023 ,200111,R. van Rhijn                  ,27,Netherlands                   ,73,74,AZ Alkmaar                              ,3.7M    ,12K  ,Right,34,5'10,159lbs
3024 ,214191,R. Prez                       ,28,Colombia                      ,73,74,Junior FC                               ,3.6M    ,4K   ,Right,5 ,6'1 ,181lbs
3025 ,162223,A. Baumjohann                 ,31,Germany                       ,73,73,Western Sydney Wanderers                ,3.5M    ,9K   ,Right,10,5'10,165lbs
3026 ,167599,R. Elm                        ,30,Sweden                        ,73,73,Kalmar FF                               ,3.7M    ,4K   ,Right,6 ,6'0 ,165lbs
3027 ,125871,H. Kaldrm                     ,28,Turkey                        ,73,73,Fenerbahe SK                            ,3.2M    ,43K  ,Left ,3 ,6'0 ,165lbs
3028 ,215985,F. Monetti                    ,29,Argentina                     ,73,75,Atltico Nacional                        ,3.2M    ,4K   ,Right,1 ,5'11,168lbs
3029 ,167601,K. Nababkin                   ,31,Russia                        ,73,73,PFC CSKA Moscow                         ,2.6M    ,1K   ,Right,14,6'0 ,170lbs
3030 ,181681,S. Williams                   ,31,Republic of Ireland           ,73,73,Millwall                                ,2.7M    ,12K  ,Left ,7 ,6'1 ,176lbs
3031 ,208306,M. Stpiski                    ,23,Poland                        ,73,80,Chievo Verona                           ,5.5M    ,14K  ,Right,9 ,6'0 ,159lbs
3032 ,185010,M. Pazdan                     ,30,Poland                        ,73,73,Legia Warszawa                          ,3M      ,8K   ,Right,2 ,5'11,172lbs
3033 ,168883,T. Al Jassam                  ,33,Saudi Arabia                  ,73,73,Al Wehda                                ,2.3M    ,29K  ,Right,17,5'7 ,152lbs
3034 ,179891,M. Heller                     ,32,Germany                       ,73,73,SV Darmstadt 98                         ,3.1M    ,17K  ,Right,20,5'9 ,154lbs
3035 ,198836,V. Pajot                      ,27,France                        ,73,73,Angers SCO                              ,4.1M    ,19K  ,Right,6 ,5'11,150lbs
3036 ,222644,Y. Asad                       ,23,Argentina                     ,73,79,DC United                               ,5.5M    ,11K  ,Right,22,5'10,172lbs
3037 ,207797,Y. Banana                     ,26,Cameroon                      ,73,75,                                        ,0       ,0    ,Right,3 ,6'4 ,194lbs
3038 ,142773,W. Montillo                   ,34,Argentina                     ,73,73,Club Atltico Tigre                      ,2M      ,13K  ,Right,14,5'8 ,157lbs
3039 ,220085,L. Waldschmidt                ,22,Germany                       ,73,79,SC Freiburg                             ,5.5M    ,19K  ,Left ,11,5'11,165lbs
3040 ,240309,Y. Makarenko                  ,27,Ukraine                       ,73,75,RSC Anderlecht                          ,3.9M    ,15K  ,Left ,5 ,6'0 ,185lbs
3041 ,234678,J. Mhle                       ,21,Denmark                       ,73,81,KRC Genk                                ,5M      ,9K   ,Right,31,6'0 ,176lbs
3042 ,204215,A. Reach                      ,25,England                       ,73,77,Sheffield Wednesday                     ,5M      ,22K  ,Left ,20,6'1 ,161lbs
3043 ,143799,Y. Ayhan                      ,36,Turkey                        ,73,73,MKE Ankaragc                            ,550K    ,12K  ,Right,2 ,6'4 ,181lbs
3044 ,231095,N. Skubic                     ,29,Slovenia                      ,73,73,Atiker Konyaspor                        ,3M      ,14K  ,Right,2 ,5'10,165lbs
3045 ,212408,Frdric Mendy                  ,29,Guinea Bissau                 ,73,73,Vitria de Setbal                        ,4M      ,7K   ,Right,23,6'4 ,181lbs
3046 ,24248 ,D. Pizarro                    ,38,Chile                         ,73,73,Universidad de Chile                    ,1.3M    ,8K   ,Right,8 ,5'7 ,143lbs
3047 ,230328,Pierrino Faria                ,30,Brazil                        ,73,73,Santos                                  ,2.6M    ,11K  ,Right,1 ,6'3 ,181lbs
3048 ,178616,Adrin Gonzlez                 ,30,Spain                         ,73,73,Mlaga CF                                ,3M      ,8K   ,Left ,8 ,6'0 ,172lbs
3049 ,213433,F. Tobio                      ,28,Argentina                     ,73,74,Deportivo Toluca                        ,3.6M    ,19K  ,Right,2 ,6'1 ,187lbs
3050 ,179897,R. Sigursson                  ,32,Iceland                       ,73,73,                                        ,0       ,0    ,Right,6 ,6'2 ,170lbs
3051 ,158394,K. Reichel                    ,31,Germany                       ,73,73,1. FC Union Berlin                      ,2.6M    ,23K  ,Left ,14,6'1 ,183lbs
3052 ,230330,Nivo Serpinho                 ,34,Brazil                        ,73,73,Chapecoense                             ,1.6M    ,10K  ,Left ,1 ,6'1 ,172lbs
3053 ,205243,M. Wagu                       ,27,Mali                          ,73,75,Udinese                                 ,3.9M    ,19K  ,Right,2 ,6'3 ,192lbs
3054 ,192955,M. Klich                      ,28,Poland                        ,73,73,Leeds United                            ,4M      ,35K  ,Right,8 ,6'0 ,181lbs
3055 ,198076,A. Abdennour                  ,28,Tunisia                       ,73,73,Olympique de Marseille                  ,3.2M    ,24K  ,Left ,13,6'2 ,185lbs
3056 ,202428,B. Wood                       ,25,United States                 ,73,76,Hannover 96                             ,5M      ,13K  ,Right,7 ,5'11,174lbs
3057 ,201149,lex Prez                      ,26,Spain                         ,73,75,Real Sporting de Gijn                   ,4M      ,8K   ,Right,24,6'3 ,185lbs
3058 ,214206,G. Cano                       ,30,Argentina                     ,73,73,Independiente Medelln                   ,3.9M    ,4K   ,Right,14,5'9 ,159lbs
3059 ,214462,I. Arboleda                   ,22,Colombia                      ,73,80,Club Atltico Banfield                   ,4.1M    ,8K   ,Right,1 ,6'1 ,168lbs
3060 ,199103,A. Domnguez                   ,31,Ecuador                       ,73,73,Vlez Sarsfield                          ,2.4M    ,10K  ,Right,22,6'5 ,185lbs
3061 ,203455,O. Kragl                      ,28,Germany                       ,73,73,Foggia                                  ,4M      ,4K   ,Left ,11,5'11,170lbs
3062 ,210111,Jos Rodrguez                  ,23,Spain                         ,73,78,Fortuna Sittard                         ,4.5M    ,17K  ,Right,34,5'11,165lbs
3063 ,214207,F. Pardo                      ,27,Colombia                      ,73,73,Olympiacos CFP                          ,4.2M    ,1K   ,Right,90,5'10,183lbs
3064 ,232639,R. Doan                       ,20,Japan                         ,73,84,FC Groningen                            ,7M      ,6K   ,Left ,7 ,5'8 ,154lbs
3065 ,202944,O. Hiljemark                  ,26,Sweden                        ,73,75,Genoa                                   ,4.8M    ,14K  ,Right,15,6'0 ,161lbs
3066 ,210881,J. McGinn                     ,23,Scotland                      ,73,78,Aston Villa                             ,5.5M    ,15K  ,Left ,7 ,5'10,150lbs
3067 ,220609,V. Vada                       ,22,Argentina                     ,73,79,FC Girondins de Bordeaux                ,5.5M    ,27K  ,Right,23,5'9 ,157lbs
3068 ,186817,R. Halliche                   ,31,Algeria                       ,73,73,Moreirense FC                           ,2.7M    ,6K   ,Right,23,6'2 ,179lbs
3069 ,194753,L. Marrone                    ,28,Italy                         ,73,73,Hellas Verona                           ,3.2M    ,61K  ,Right,6 ,6'1 ,165lbs
3070 ,230850,G. Cimirot                    ,25,Bosnia Herzegovina            ,73,76,Standard de Lige                        ,4.9M    ,13K  ,Right,8 ,5'10,163lbs
3071 ,190915,K. Wilczek                    ,30,Poland                        ,73,73,Brndby IF                               ,3.9M    ,24K  ,Left ,20,6'1 ,183lbs
3072 ,234949,Joo Amaral                    ,26,Portugal                      ,73,73,Lech Pozna                              ,4.3M    ,9K   ,Left ,24,5'8 ,143lbs
3073 ,181445,R. Bengtsson                  ,32,Sweden                        ,73,73,Malm FF                                 ,2.3M    ,6K   ,Right,17,6'1 ,176lbs
3074 ,206022,E. Johansson                  ,29,Sweden                        ,73,73,Djurgrdens IF                           ,3.1M    ,6K   ,Right,21,6'4 ,196lbs
3075 ,210118,Hlder Lopes                   ,29,Portugal                      ,73,73,AEK Athens                              ,3M      ,1K   ,Left ,3 ,5'10,146lbs
3076 ,225478,Serginho                      ,24,Brazil                        ,73,78,Kashima Antlers                         ,5.5M    ,11K  ,Left ,18,5'11,181lbs
3077 ,198599,M. Linnes                     ,26,Norway                        ,73,74,Galatasaray SK                          ,3.8M    ,37K  ,Right,17,5'10,159lbs
3078 ,207559,S. Tibbling                   ,23,Sweden                        ,73,79,Brndby IF                               ,5.5M    ,19K  ,Right,12,5'9 ,163lbs
